Time,cell_1,cell_2,cell_10,cell_18,cell_32,cell_42,cell_52,cell_55,cell_67,cell_82
25,0.7183295858665809,0.553757870309371,0.2650633657190646,0.6898848800963948,0.3271485049203477,0.5586937695515753,0.3046246490424856,0.4900678149816863,0.1289856066073217,0.6878550201736612
26,0.6581496608716951,0.4844093599383474,0.0989726066995354,0.5601983884823176,0.2772754832203394,0.2698534322746342,0.5395819395651922,0.5966878563944424,0.0,0.104149024530509
27,0.7081740809387016,0.5575140094075169,0.3053932409142834,0.5861694610940276,0.3621501672274956,0.4554451704313236,0.3521968503752155,0.5625936268475338,0.1577966552310673,0.6086092315874977
28,0.6163231002635651,0.511288754350996,0.1197820344799033,0.5429422803164846,0.2869610444393359,0.2186249676463306,0.4778535653490699,0.606067525180549,0.0,0.1150476590321564
29,0.622108220319906,0.5408858379528858,0.1012520562851745,0.5528650052140393,0.2910064168728715,0.1857220962074194,0.5590225313971194,0.5930958654335897,0.0,0.1966645779247212
30,0.6699402586645223,0.475204428624527,0.077104165678169,0.5434928014879616,0.3283820787494353,0.170652855207165,0.6651985870935339,0.6588461840877199,0.0,0.1534497497817224
31,0.7252787907591208,0.5030880321729575,0.2229172117849132,0.6308738692819933,0.3433436856195554,0.3479223205107118,0.3626324489009309,0.4599431275295844,0.1155789290028605,0.5317735737729273
32,0.6563706054756626,0.4738453775232014,0.2223101884886723,0.5766205995472194,0.2756262325403468,0.5083943198585061,0.2957723600947764,0.2937915415450767,0.0692081105803193,0.5242748321942625
33,0.6111259189644611,0.4023198757092811,0.0598957778699795,0.5134250526701618,0.3117231957612755,0.1824753833915193,0.5065608368377365,0.3735814001650495,0.0,0.1297333692180589
34,0.6961071700382429,0.4363795468131205,0.2095794357183879,0.5867507891173651,0.2827865680324876,0.463161005658331,0.3487637387029119,0.3019258496508962,0.1082840316061881,0.5260865408191043
35,0.6488145713158835,0.4276174425314816,0.2166287306781429,0.6250645865088713,0.2664836813074592,0.3787663634040706,0.2445089967032998,0.2825798209887401,0.1511064211150717,0.6095958227215997
36,0.6470852209960523,0.4564245719056743,0.2302043108227998,0.6016347123112594,0.2942006126881817,0.3555091191065128,0.3298286169319492,0.2636122721746077,0.1241761434575428,0.6195524006846576
37,0.6378015370161514,0.472674022303182,0.1164715345374738,0.554515161011697,0.2330343510979826,0.2243224072239616,0.4644512833276511,0.4660333216072758,0.0,0.1056521538699435
38,0.5768453056242244,0.4693688511611232,0.0613923571679986,0.4641451689612201,0.2803952636424128,0.1653611327132272,0.5213295624713824,0.5229706435114563,0.0,0.10059519620082
39,0.6143171131730686,0.4247789615941336,0.0760339504727253,0.5106867638517762,0.3048370745933311,0.2021990868724778,0.5303189449193374,0.5249286849330022,0.0,0.1437837425566837
40,0.6034990364560774,0.4804040846393342,0.1082456322641237,0.5651175637797687,0.2969476448141887,0.1786391065951984,0.4941743035734307,0.5096271414064092,0.0,0.0564471085583494
41,0.6124686035369205,0.46637950872823,0.0863367078224278,0.5288234172709115,0.3237794125163895,0.2509438078719104,0.4453954071398149,0.471681929671571,0.0,0.1277605774127555
42,0.5678399794524547,0.4290441378596876,0.100596301469421,0.5582231367806031,0.3017062603508144,0.1866158283096108,0.4972801753447187,0.5831997431205181,0.0,0.1321011119093457
43,0.5962210902796268,0.4389856322065305,0.0565068916419357,0.4961752724882785,0.2533931947952084,0.2644088541892096,0.5228142861504789,0.5328624174209619,0.0,0.0704446857006607
44,0.599431885465251,0.4440436719383036,0.0949168511017671,0.4958530706722993,0.2807099594010024,0.2329050016153644,0.5543857939174047,0.4448300675913244,0.0,0.1522149017750692
45,0.6520065525414771,0.4787625523079333,0.0223998161193024,0.5183730537045346,0.2778254518950454,0.2775946895121911,0.5033901267940298,0.5126872552379522,0.0,0.1070631454218259
46,0.6116682812479313,0.446096552059205,0.068141781262169,0.5421685999825424,0.1765281383983381,0.1671700621099255,0.4034274364008364,0.4267423508813393,0.0,0.0818594279799187
47,0.608413814867462,0.3925764618233732,0.0208157243611107,0.4530583052676357,0.272099647096694,0.2278047823731374,0.4805197683461762,0.3672812063706617,0.0,0.0908802448937154
48,0.6213866524532143,0.3790792987536592,0.1304014555924789,0.5108658691496084,0.1287481117046343,0.4632265623070305,0.1454746954459367,0.1791868795900435,0.0739689205347563,0.4548959354829572
49,0.6129104219409611,0.3668847013965099,0.1120955382897056,0.4499500159670331,0.2466842286510839,0.3501178859280036,0.2012690928708796,0.1522623098673548,0.0608621898147069,0.4150716391716657
50,0.5058128688985708,0.2637993185394803,0.2627972912579348,0.246885805210212,0.2663978531710057,0.1579983157936361,0.4538269176379205,0.1212384639388306,0.0749547362520167,0.4532025209857976
51,0.5237682983222925,0.2589825845803017,0.259325695711886,0.27032044446556,0.2616557376721708,0.3288421854177845,0.4846196482965414,0.1013628505750771,0.0730296151258392,0.4264965342193525
52,0.5450651752985908,0.2834750018446148,0.2226821056826117,0.3303678484248216,0.2519559033778292,0.237650792889357,0.5527255860435067,0.1324073973968984,0.1302103255372222,0.4869419621397433
53,0.5757818315835244,0.274629681331327,0.2755236896045185,0.3533626917849409,0.2694772227059183,0.1703933986754686,0.6583932686250104,0.1098062311650095,0.1435818615708442,0.5520095143112597
54,0.5944571355120779,0.2897308494921274,0.3000472211497925,0.4519446553616353,0.2560889151819666,0.2455590778130726,0.6440981866776014,0.1345290455427334,0.1303935663127599,0.5217403215835514
55,0.5837830059891743,0.3213716028573571,0.2894189217088093,0.4149535942814691,0.285265049373727,0.2630790206694426,0.6878778578635786,0.17479568936981,0.15075805558008,0.607209763227901
56,0.5729339923381528,0.3405255061124497,0.302481018288371,0.3829124148546083,0.3049626761129771,0.2495752944407177,0.6969188044001915,0.2448722353870824,0.1566331085092408,0.6132514418956143
57,0.5581579272274706,0.3466926390830526,0.344691065145551,0.4154660259198707,0.2964960466358588,0.1567473875900384,0.6914547422405665,0.2843596271305685,0.1739328530178853,0.5435397847376866
58,0.5457273564749122,0.3928991770607076,0.3927715148518732,0.3916264225398224,0.3121476740147124,0.1722153581376817,0.7259505658212071,0.3742573483368941,0.1255259779618811,0.477968609852183
59,0.5670073532444377,0.4057544425602582,0.3976523759533458,0.4816801284957906,0.4025421330568388,0.2425532710763165,0.6588193450468697,0.4206565213779458,0.1556902233627154,0.5689204975079297
60,0.5802764357412887,0.3931987847346659,0.4136346420539549,0.4191543543789817,0.3715585639916473,0.1340036512638241,0.6552565433788862,0.4356136078589486,0.1209517405856334,0.5497169565853036
61,0.616944144416482,0.4259345153300654,0.4289860296310465,0.426338646502705,0.3375681735376282,0.2287273460080971,0.6887425604765237,0.4356297812936889,0.1921955359069291,0.5929338453646571
62,0.6277436709389335,0.450228754818075,0.4285317098308365,0.4100824456243945,0.257384295093285,0.2476200021785781,0.7269521616971055,0.4317578524590885,0.2180866123509137,0.4855012603262998
63,0.5265541460779223,0.3884627989803668,0.4961956438593508,0.4190957696699329,0.2975987234624298,0.2127908095055157,0.6713899998861582,0.4049264431970241,0.1730627875130425,0.5562704111417072
64,0.6138169199144726,0.4904935160440922,0.4418992330017354,0.3858442833578188,0.3489398168233247,0.207563604978917,0.8161367716260713,0.4079466073590194,0.1906468083367229,0.5663162603241354
65,0.5286146458528196,0.4522653176126511,0.4877875002061325,0.4183260668315283,0.3161814403652427,0.2329700194748689,0.7151770101686556,0.4181475544482131,0.1751306860154262,0.5473966342718877
66,0.5454573941256645,0.4582528420929885,0.4794262157591307,0.4498274001390013,0.3050443170451543,0.228076947755881,0.7001036116674945,0.3885723349478371,0.1806304375962007,0.5266082362410928
67,0.5797200148305656,0.4285839982333725,0.493729069386462,0.4264982874649667,0.3529587606576669,0.2160735018089553,0.7607570044705764,0.4065816949817953,0.1815555186993346,0.5048072173659993
68,0.5462341903240683,0.4386852196191148,0.4412903455381055,0.4127939375717476,0.3848780680761956,0.2179550202049303,0.6005081031184085,0.4906940562406617,0.1998130195571747,0.5516174996607205
69,0.5508535541025459,0.480214933921421,0.4765160361349461,0.3755519752775506,0.2845817366263306,0.2856846518406186,0.6736564271351375,0.4073221696762675,0.1540511372902158,0.4954218632672623
70,0.5335117049265313,0.4360042362911946,0.5295485133234261,0.4017903967298707,0.3198023520276205,0.2016499896682152,0.7226683633278815,0.4270045225011918,0.2085274444497805,0.5790862537270475
71,0.581517877538961,0.4756079352506067,0.4586891532391223,0.4524900662638501,0.331878273579415,0.2157863746560183,0.6777146434427699,0.3581796498614056,0.1771668590729209,0.5409118280728495
72,0.5842964654229251,0.4601783945021593,0.4263310148862658,0.4029773013847673,0.3475890011558014,0.2415849421500246,0.6416664458720858,0.3524164067575608,0.171387972574542,0.5116426140600128
73,0.5359225555511606,0.4648981240675105,0.5108990932643336,0.4252294006464309,0.3653254037683792,0.1831498067755288,0.6941321433005991,0.3951849879553529,0.1807328573100013,0.6078293064660502
74,0.5668171426457916,0.4694061742746018,0.4589058545260774,0.4237011574337214,0.268574611908744,0.170709501109579,0.6519237655661119,0.3912070436590327,0.1614105564701806,0.5822035243292311
75,0.5436061962347299,0.4793453110354994,0.454020643465523,0.4400834210582716,0.3051977359969482,0.2392782271490609,0.7164401052166943,0.4153733012247533,0.1957015195132371,0.5471970632292796
76,0.5233637536992239,0.4584225546853967,0.3841570582005341,0.3997729416725848,0.3020248604367865,0.3127818195443466,0.6322794412040573,0.347554070616594,0.1522783422362433,0.5595368397730196
77,0.6097469474594851,0.4370905746134475,0.4675685408636206,0.4510126496332389,0.2877530919190719,0.2871310476584497,0.6375574470856354,0.4200733839860275,0.211819898732109,0.4945528175914793
78,0.543020506224239,0.4509683328212421,0.4483492822008734,0.4191649372427262,0.291078206679757,0.2662668479713749,0.6979176691797704,0.4522385202724852,0.2155411328630425,0.5142192010853692
79,0.596533672002909,0.428611692746717,0.4616030482544785,0.4349780492015325,0.3222317180597016,0.308462107951856,0.6190452539877026,0.5470442873461004,0.2857256646648302,0.5439434026620691
80,0.6037297604826469,0.4242729380744791,0.4920936378655285,0.4277728156368769,0.3101870498196707,0.2749882927948819,0.6234365214371116,0.4455989968619607,0.2575232958519801,0.5131061998651995
81,0.588427802346121,0.444200179938842,0.4803269917632054,0.427196394073817,0.3121251444243603,0.1664205108965512,0.6717374499601767,0.4803575727868624,0.1143585967560412,0.5857648404629815
82,0.5751974097919336,0.4543387843733464,0.3786418785078287,0.3934820488680907,0.2686082766352082,0.3267657852185704,0.7078901371756092,0.4541987021296814,0.1673318154409398,0.5457395678968665
83,0.5815630280858127,0.4187991097822177,0.4065943925139552,0.4481447240032057,0.3031684466832964,0.1758034287027334,0.5334401920339799,0.4838594941274734,0.1787992749277338,0.521937821843241
84,0.5247423112406212,0.4105777307138658,0.4528202376311457,0.4556574903894393,0.3769228884008077,0.262317807073039,0.5322326866818446,0.4986511864221932,0.1533761225104665,0.5613716348871737
85,0.578752894958594,0.4415381262626422,0.4625892266160996,0.4204104700961726,0.3633607618635929,0.2351526768110692,0.563359477693873,0.4914015748671845,0.1664921730614586,0.5485711769938321
86,0.5744383650215282,0.4290874532053398,0.4566640157542297,0.3955422037990251,0.3090244378221983,0.2952181086658861,0.6887127760908398,0.5309445658228683,0.2475792180369081,0.5571641906777994
87,0.5694969963159748,0.381043277441968,0.4337337410844816,0.3865976200723959,0.3802144949866295,0.2056157045894705,0.6439423397485431,0.4714391114730931,0.1917701249801696,0.5415895539026863
88,0.5461041098169858,0.4087404466679283,0.439064067007868,0.3917366291245373,0.3888476713627127,0.2107077556909013,0.6820120965479555,0.5326647965233433,0.1714989166514731,0.5388913827568067
89,0.5796962455733993,0.4154047674644098,0.4605676509625548,0.4016373050722751,0.3302705641988407,0.2162369206298076,0.6778344695535518,0.4240720291620706,0.2224439394450955,0.5478240163522904
90,0.6086343019708899,0.4213133520831902,0.4360814907257666,0.4083105617343649,0.2954465079330833,0.2657620099586611,0.6152417704540005,0.4487670637586556,0.1995576273551931,0.561548589504651
91,0.5948942043151311,0.3894311021666464,0.3927050041439053,0.3929763425221662,0.3433847502777985,0.2204921636747989,0.6751896794189547,0.4880081036764231,0.2370862176997453,0.5872323651651818
92,0.6147640538735865,0.4153698893350998,0.3488809551877296,0.4260493038565068,0.2750582006837437,0.1636897632033219,0.6364933659024504,0.4349880337203698,0.1633641997671233,0.488981056367439
93,0.5756368203654828,0.4082125132503776,0.3485439357064864,0.3964510780849999,0.3410081927702398,0.2801574235924099,0.556860260917285,0.3812711175500154,0.1528763638135956,0.4991081567983618
94,0.5606828519833067,0.3716422778312601,0.327564070110957,0.3918323422843831,0.2506742857005177,0.208662679908611,0.5431987758375416,0.3365728957041943,0.1305322264711863,0.452391781991573
95,0.5028673739832519,0.310753777930348,0.2882142337358293,0.3200822912275308,0.3183848660892779,0.2001591648220514,0.5694633325054713,0.2245857729109455,0.1601110250992675,0.4381956885395537
96,0.5182134993489002,0.285325454169436,0.2788474685748827,0.2945766015009122,0.3418165129321945,0.1642804686605447,0.5131916916294273,0.1399380128657324,0.0798222419222785,0.4493474444635754
97,0.520495849260112,0.2535002479326338,0.2226513817330874,0.3137926698875421,0.3101880606713351,0.2709706650114805,0.554099999136079,0.1422763592629528,0.1073593219893244,0.5197820210617837
98,0.532458190369318,0.2494950332834757,0.2617895647457695,0.3928226085183111,0.3343449373283143,0.3152035071029581,0.4986779912326309,0.1251113495479549,0.1656348949802364,0.482835938016746
99,0.5027885175037662,0.2443195890153855,0.2751927842490841,0.3900175916231377,0.3187616916349592,0.1652571710175199,0.5996901811967916,0.1177037965509072,0.0966882045299823,0.5464570373639863
100,0.4906411567382744,0.2352434918884292,0.3636603579304356,0.3727375793842868,0.3034947304535931,0.0702743344530554,0.6835384199831306,0.1568141905202379,0.1883750449028007,0.6244350012837057
101,0.4010415727636581,0.2391849265916009,0.3181642627543996,0.3277488705488719,0.3084337163531065,0.1111160636388057,0.669914553419528,0.197682600584845,0.2135728091313127,0.5996022544940185
102,0.4246065485249757,0.2797506684911793,0.3386140389583342,0.3098807387469815,0.2994333257745104,0.1335371344634954,0.7016799257645385,0.2590068539425069,0.2074929628888937,0.6051742322796184
103,0.4425952178357745,0.2908372879301338,0.381946003072572,0.4293217541713591,0.3286433381869197,0.0588188141987655,0.553239621008855,0.3447925921882593,0.1879144765358795,0.5657542240929575
104,0.3734302968809394,0.2632708817294388,0.3424235858994819,0.39341468200778,0.2170283858917028,0.1435513578079857,0.617015698853836,0.2696735010351409,0.2406262042266735,0.594890388819399
105,0.394471272852389,0.2872685075183276,0.4006746701181041,0.3776908204966112,0.2954088289206968,0.0,0.6500201040525835,0.3194575269651816,0.1880173794369021,0.5756456001314665
106,0.3631085846082195,0.2793819678831742,0.3863603995563587,0.3629663154757451,0.2664837834256954,0.0179398508983326,0.628601178333966,0.3948981264365369,0.1843758475819507,0.5098976272971404
107,0.3397206899731432,0.2827303413945719,0.4038299792056823,0.3232708993746027,0.1773272155297131,0.0511343847131265,0.6852024757363333,0.411394489161528,0.2287630790011232,0.55305311472498
108,0.3356525113263256,0.3134589081223832,0.4202046153129175,0.4183341266110635,0.2321071338217131,0.0946596786250129,0.6673465134904645,0.310654318780521,0.1871112185400326,0.592122144599476
109,0.3188839979637669,0.3028740444320644,0.3290738295025405,0.3314115073142433,0.1844584897506307,0.0047337009532129,0.6548907245427288,0.2356053208885902,0.1750156736854256,0.5166562996128832
110,0.3113693346071958,0.2523318599161739,0.3300200201668607,0.2818234283452124,0.1752525887685526,0.0375111141608803,0.6489504988825406,0.2370586270537984,0.1478057241085083,0.4498163897036387
111,0.2895172719309978,0.2498179372821369,0.3113808331934181,0.2416151258387187,0.1270926565192136,0.0,0.4580006121708262,0.1393923824217523,0.1167673744858564,0.3895852222070487
112,0.2137971318745733,0.199423969982485,0.2528546624962008,0.1540629452501533,0.1326682459032971,0.0,0.4242710493523006,0.1188010918768735,0.1238455439936436,0.3398302090446385
113,0.228500286796514,0.1822800076319213,0.2081861868459587,0.1515090488218871,0.1156816125758218,0.0,0.2344126423978993,0.0810219922450438,0.104599469026019,0.2788965841950219
114,0.1900296884555791,0.1503097061784669,0.1896639684004893,0.1043351090018216,0.1005878087191243,0.0,0.2150320355554654,0.0312230637478442,0.0789105162666039,0.2075884531375793
115,0.1794538107779171,0.1280841521986372,0.1592126769024869,0.0669657993463277,0.0681548454820627,0.0,0.1944543677771406,0.0247430034728939,0.0844959833094552,0.1610686524522556
116,0.1475055770337742,0.0996512917186344,0.1587843514463549,0.0691677273259669,0.0763657039011413,0.0,0.1347822289139641,0.0342008988248947,0.0307518714187778,0.1629424307726765
117,0.1275465710867782,0.0798134833596683,0.1517643597184068,0.045462255337553,0.0626606768352227,0.0,0.1035385269513095,0.0210729480994398,0.0906033968183445,0.1216913100464711
118,0.1188108437108381,0.0664318331571541,0.1148269772022712,0.0412065341381947,0.0342131988407923,0.0,0.1177944947994083,0.0429300022148464,0.0587423868580491,0.0895049100237812
119,0.0992072870700828,0.0566444149528707,0.107452550914711,0.0218422241099971,0.0308132967977269,0.0,0.0851428839397399,0.0321710538418134,0.0573792128457113,0.1024185234311543
120,0.0966363653085162,0.0509693486031209,0.0910556942021885,0.0145702978170339,0.0406377744989255,0.0,0.0568165081658206,0.0359953376094648,0.052829587257977,0.0751687998385193
121,0.0851364757763224,0.0360062590560755,0.0892890504246208,0.0326442016389155,0.0242081920314212,0.0,0.0638264829363361,0.0423030127751819,0.0733461559485336,0.1030353654997763
122,0.0949152381637676,0.0452094110790677,0.0771617769453805,0.0208079776346601,0.0241705356673648,0.0002064266019503,0.0787785709500936,0.0227545343054636,0.0646171441154688,0.0678595996109768
123,0.1145759273605249,0.0384671840146482,0.0647888143462202,0.0080100052739683,0.0114109866981396,0.0,0.1151606338915884,0.0525428456356539,0.0694449388434448,0.0423123372772788
124,0.082222260722607,0.0212269099040854,0.0599429729325371,0.0,0.0180220759766569,0.0050687267885238,0.0834740520912965,0.0394356772712031,0.0620942982761116,0.0483573711128157
125,0.1268403575397221,0.0250452810563398,0.0760902587562634,0.0,0.0090097793711422,0.0379655071335501,0.1027337146986781,0.0459592765908143,0.0592211621493849,0.0128885094965359
126,0.1128180973687594,0.0198105391060433,0.0825075685210813,0.0,0.0,0.0365312472033189,0.0769783660801989,0.0329564216657671,0.0436883021693784,0.0428482582956208
127,0.0861817170559162,0.011988849853757,0.0703867813960942,0.0,0.0,0.0353632576332997,0.0934938640749519,0.0545817867309148,0.0461637748361584,0.0169964466685828
128,0.0839997862551278,0.003281405837228,0.0966049556081687,0.0001468170684058,0.0222779082374713,0.0042215438375653,0.1121264323683725,0.0290956330390374,0.0600833546285442,0.04104807941239
129,0.0869099987835202,0.0011027950112136,0.0911900499629776,0.0,0.0,0.0503061535979124,0.0942929199487022,0.0445709299144164,0.0489638869234758,0.0138566124735399
130,0.0913663581616215,0.0065614214434924,0.0694631585865214,0.0003766630090483,0.0,0.0063305754621657,0.0752621684874169,0.0461223139698213,0.0441534810806695,0.0319242584470581
131,0.0864396771052681,0.0034070371337053,0.0940955399459335,0.0,0.0,0.021538851007883,0.1043173617887662,0.0320575693617942,0.0337181201228077,0.0304356005833929
132,0.0802603703512801,0.0027603019656361,0.0813807691766704,0.0108931493397715,0.0,0.0105512785275774,0.0762334821522845,0.03795936775945,0.0618058828071073,0.0464973988022138
133,0.0817941657579627,0.0,0.0719053073261644,0.0466078364647021,0.0,0.0781683718785063,0.0804961487197498,0.0436204014877052,0.0488157115908824,0.0149504833128928
134,0.0749495976604361,0.0,0.0764268789928009,0.004098393523345,0.0,0.0213704469433356,0.0784138997830344,0.0625077687763974,0.0531500964024394,0.0774594985123196
135,0.0356272929599915,0.0097966187478045,0.093581829501758,0.0,0.0,0.0415829010311023,0.1064427171695729,0.0282785932084806,0.0428867324237448,0.0397325257826025
136,0.0571527083574279,0.0,0.0597218242666735,0.0346376260634272,0.0,0.0246993125131521,0.0897491564554921,0.0279613473526793,0.0217291245212917,0.0820094820019461
137,0.0500536179647374,0.0069865540539007,0.0700984043989577,0.0,0.0,0.0183436363240224,0.0748113073722845,0.0407486089747585,0.0197254681499045,0.0467790611192086
138,0.0333501699205243,0.0,0.0604010731141636,4.8951801584339384e-05,0.0,0.0294921124265318,0.087058487916774,0.0264574783847416,0.0,0.0126042896046825
139,0.0557950764735857,0.0,0.077646205418688,0.0030809522002006,0.0,0.0181353126134666,0.064906175373032,0.0433203314536851,0.0,0.0212280626170912
140,0.0512352064245145,0.0,0.0671602007478024,0.0242567239298867,0.0,0.00715353904514,0.074387760223308,0.0129904489946767,0.0,0.0616229266072321
141,0.0568715908598042,0.0,0.0563932396831483,0.0,0.0,0.0433793888488199,0.0983458446730562,0.0326774351263093,0.0063960991586509,0.0203657067442425
142,0.0533743395625351,0.0039084097873041,0.0803112395050783,0.0,0.0,0.0576049973845681,0.1365465033158955,0.0600737164472146,0.0350627940822755,0.0718895141687516
143,0.0387191003057216,0.0076226056759776,0.0941884593536472,0.0287403950468638,0.0,0.0,0.0817465294460663,0.0274231662914189,0.0651091885177564,0.0532895524655503
144,0.0571582574088899,0.0056032655457536,0.0898585064868287,0.0201554905817831,0.0,0.0203337468874278,0.0814255967591073,0.0521584354171315,0.0335913737883897,0.0372926026812816
145,0.0556915217398852,0.0,0.1011182160577101,0.0306500945953033,0.0,0.0,0.0726739795961231,0.0479538508439097,0.0465438828715761,0.0152967922069347
146,0.0476257085854464,0.0092191092406985,0.1017042087347742,0.0297443606264179,0.0,0.0,0.0625000914422937,0.0116289382478553,0.0574455041730306,0.0512405515186887
147,0.0410312673402382,0.0,0.0834693505396456,0.050033238324102,0.0,0.0397512744688817,0.0495311660288344,0.0302562623689551,0.0507740035642482,0.0602249990951406
148,0.0683248070342562,0.0034313301281022,0.0822105771884428,0.0412718944119859,0.0030936235205686,0.0064952505834274,0.0288440445370038,0.0273830092299391,0.0558964850087202,0.0414662034312702
149,0.0447197628798944,0.0067819151595913,0.0932701476844876,0.0374056775051355,0.0354789623955392,0.0081362174757032,0.0881296307221773,0.0284696423901748,0.0730342411363376,0.0409452663981497
150,0.0526072644021708,0.0,0.0913946337399097,0.0105815589652414,0.0,0.0,0.0679076043259908,0.069070841072017,0.0596210794833079,0.0874674120259511
151,0.0587215570792068,0.0,0.1020514329881809,0.048800242835876,0.0,0.0102262481685107,0.0318097458791667,0.0682183597260731,0.0482819486461403,0.062288979611274
152,0.0554517614876395,0.0093646637589167,0.097795530793935,0.0483430026644214,0.0,0.0,0.0516245074294601,0.0539156232686865,0.0536169865500686,0.045817202083517
153,0.0407492494990152,0.0181563499259442,0.0811836499928159,0.0343555998562341,0.0073264536187273,0.0043972930777415,0.0468515640645819,0.0367556453160424,0.0491170760370393,0.0638132865950899
154,0.0727002679753422,0.0045451785571031,0.0849581182454151,0.0163911888005604,0.0,0.0,0.0655502413148882,0.0431307917103434,0.0479554023253514,0.0661493801620981
155,0.0551220501848902,0.017483467351833,0.0760040587156586,0.0212079258512479,0.0551694125141016,0.0,0.0843327717033455,0.0533078568418732,0.0485230055876512,0.0457594533461409
156,0.0557146110602039,0.0146316372827168,0.0936783699661658,0.0151778051203622,0.0,0.0,0.0599521644793732,0.0186304374656588,0.0637995112217101,0.0559803522399166
